ID,Title,Description,Price,Created At,City,Contract Type,Skills,Responsibilities
41510541,Commercial,"? Opportunité d'Emploi dans le E-commerce! ?
Vous cherchez une opportunité professionnelle flexible qui vous permet de travailler depuis le confort de votre domicile, avec simplement un téléphone et une connexion internet fiable? Ne cherchez pas plus loin!
Nous sommes à la recherche de personnes motivées et dynamiques pour rejoindre notre équipe de e-commerce. Avec des gains hebdomadaires très importants, cette offre, offre un potentiel financier considérable pour ceux qui sont prêts à saisir l'opportunité.
En travaillant avec nous, vous aurez la liberté de gérer votre emploi du temps selon vos propres horaires, tout en bénéficiant d'un soutien et de formations pour vous aider à réussir dans le domaine du commerce en ligne.
Que vous soyez à la recherche d'un complément de revenu ou d'une nouvelle carrière à part entière, cette opportunité peut vous offrir la flexibilité et les gains que vous recherchez.
Contactez-moi dès aujourd'hui sur WhatsApp au https://wa.me/+213669395033 pour en savoir plus et pour démarrer votre parcours vers le succès dans le e-commerce! ?


",,2024-05-17T16:56:45.735941Z,Beni ounif,Not specified,,
41324053,informatien,"bonjour , une entreprise d'importation cherche une informaticienne qui maitrise parfaitement l'outil informatique pour gérer et faire les modification sur notre site internet (Wordpress) et intervenir dans les différents taches en informatiques ( installation, réglages , ….etc.) sur les PC de l'entreprises et développer les formations à distance. Merci de nous communiquer votre CV+PHOTO par email ou vibre sur le numéro cité",45000.0,2024-05-09T12:52:23.335728Z,Dely brahim,Not specified,,
41295619,Développeur(se) Flutter Mobile,"KB SYSTEMS société spécialisée dans la création de solutions informatiques, située a EL MOHAMMADIA MALL (les bananier), recrute un développeur flutter mobile pour rejoindre son équipe.

PROFIL RECHERCHÉ :
Titulaire d'un master (bac+5) ou ingénieur en informatique
Capacité à comprendre les besoins des utilisateurs et à les traduire en exigences techniques.

EXIGENCES
Expérience professionnelle en développement 1an ou plus
Connaissance: Flutter Mobile

Merci de nous envoyer votre CV par e-mail sur l'adresse suivante:

BON COURAGE!",,2024-05-08T09:49:30.629875Z,Mohammadia,Not specified,"Titulaire d'un master (bac+5) ou ingénieur en informatique, Capacité à comprendre les besoins des utilisateurs et à les traduire en exigences techniques., Expérience professionnelle en développement 1an ou plus, Connaissance: Flutter Mobile, Merci de nous envoyer votre CV par e-mail sur l'adresse suivante:, BON COURAGE!",
39748025, Réseaux sociaux,"Cherche jeune diplômée (H/F) Habite les environs de Bab Ezzouar.
Maîtrise le digital marketing, E-Commerce, Word & Excel, Réseaux sociaux.
Serieux et dynamique.
Connaissance minimale du matériel informatique sera un plus.
Travail à plein temps de 09h00 à 17h00 du samedi à jeudi.
Salaire motivant.
Merci d'envoyer vos CV sur l'adresse mail suivante : ",34000.0,2024-02-15T12:21:30.214272Z,Bab ezzouar,Not specified,,
41450866,Community manager ,"Offre d'Emploi : Community Manager 
Nous recherchons une personne polyvalente et motivée pour rejoindre notre équipe dynamique en tant que Community Manager . Si vous êtes passionné(e) par les réseaux sociaux , cette offre est faite pour vous !
Vos Missions :
- Community Management :
  - Gérer et animer nos réseaux sociaux (Facebook, Instagram, etc.)
  - Créer et publier des contenus attrayants (photos, vidéos, stories)
  - Interagir avec notre communauté en ligne, répondre aux messages et commentaires
- Participer à l'élaboration de stratégies de communication digitale
Profil Recherché :
- Sérieuse et ponctuelle
- Maîtrise des réseaux sociaux 
- Capacité d'apprentissage rapide
- disposer a travailler au niveau de notre établissement de préférence et qui dispose de son propre ordinateur portable 
Nous Offrons :
- Un environnement de travail convivial et stimulant
- L'opportunité de développer vos compétences 
Si vous êtes intéressé(e) par cette double mission et que vous souhaitez rejoindre notre équipe, envoyez-nous votre CV à l'adresse suivante : nadaprodz@gmail.com.
",,2024-05-14T19:05:09.147115Z,Rouiba,Not specified,"- Sérieuse et ponctuelle, - Maîtrise des réseaux sociaux, - Capacité d'apprentissage rapide, - disposer a travailler au niveau de notre établissement de préférence et qui dispose de son propre ordinateur portable, Nous Offrons :, - Un environnement de travail convivial et stimulant, - L'opportunité de développer vos compétences, Si vous êtes intéressé(e) par cette double mission et que vous souhaitez rejoindre notre équipe, envoyez-nous votre CV à l'adresse suivante : nadaprodz@gmail.com.",
41450749,Community manager / vendeuse ,"Offre d'Emploi : Community Manager et Vendeuse en Pâtisserie
Nous recherchons une personne polyvalente et motivée pour rejoindre notre équipe dynamique en tant que Community Manager et Vendeuse dans notre pâtisserie . Si vous êtes passionné(e) par les réseaux sociaux et la pâtisserie, cette offre est faite pour vous !
Vos Missions :
- Community Management :
  - Gérer et animer nos réseaux sociaux (Facebook, Instagram, etc.)
  - Créer et publier des contenus attrayants (photos, vidéos, stories)
  - Interagir avec notre communauté en ligne, répondre aux messages et commentaires
- Vente en Boutique :
  - Accueillir et conseiller les clients avec le sourire
  - Vendre nos délicieuses pâtisseries et assurer la bonne tenue de la boutique
  - Gérer les encaissements et maintenir un environnement propre et agréable

Profil Recherché :
- Sérieuse et ponctuelle
- Maîtrise des réseaux sociaux (une formation en marketing digital est un plus, mais pas indispensable)
- Capacité d'apprentissage rapide
- Sens du service client et bonne présentation
- Disponible de dimanche a jeudi  de 08h00 a 16h30 

Nous Offrons :
- Une formation continue en community management
- Un environnement de travail convivial et stimulant
- L'opportunité de développer vos compétences dans deux domaines complémentaires
Si vous êtes intéressé(e) par cette double mission et que vous souhaitez rejoindre notre équipe, envoyez-nous votre CV à l'adresse suivante : nadaprodz@gmail.com.

Nous avons hâte de vous rencontrer et de partager notre passion pour la pâtisserie avec vous !",,2024-05-14T18:58:26.891862Z,Rouiba,Not specified,"- Sérieuse et ponctuelle, - Maîtrise des réseaux sociaux (une formation en marketing digital est un plus, mais pas indispensable), - Capacité d'apprentissage rapide, - Sens du service client et bonne présentation, - Disponible de dimanche a jeudi  de 08h00 a 16h30, Nous Offrons :, - Une formation continue en community management, - Un environnement de travail convivial et stimulant, - L'opportunité de développer vos compétences dans deux domaines complémentaires, Si vous êtes intéressé(e) par cette double mission et que vous souhaitez rejoindre notre équipe, envoyez-nous votre CV à l'adresse suivante : nadaprodz@gmail.com., Nous avons hâte de vous rencontrer et de partager notre passion pour la pâtisserie avec vous !",
41414968,sous-traitant,"(? Opportunité professionnelle ! ?
Vous êtes un expert en réseaux et informatique basé à Constantine ou Oran ? Nous avons une opportunité passionnante pour vous !
Notre société, basée à Alger, est à la recherche de sous-traitants talentueux pour collaborer avec nous sur des projets passionnants dans le domaine des réseaux et de l'informatique.
Si vous êtes un professionnel motivé, compétent et désireux de rejoindre une équipe dynamique et innovante, nous voulons vous entendre !
?Compétences recherchées :
Expertise en réseaux et sécurité informatique.
Maîtrise des systèmes d'exploitation et des logiciels réseaux.
Capacité à travailler de manière autonome et à respecter les délais.
Esprit d'équipe et excellentes compétences en communication.
Si vous êtes intéressé(e) à rejoindre notre réseau de sous-traitants et à collaborer sur des projets stimulants, envoyez-nous votre CV et une brève présentation de vos compétences à shadowtechsolutions8@gmail.com
Rejoignez-nous dans cette aventure passionnante pour façonner l'avenir de la technologie en Algérie ensemble !
Partagez cette opportunité avec vos contacts et aidez-nous à trouver les meilleurs talents de Constantine et Oran. Ensemble, nous pouvons accomplir de grandes choses !
#OpportunitéProfessionnelle #Réseaux #Informatique #Algérie #Constantine #Oran #Alger",,2024-05-13T09:57:18.090219Z,Arzew,Not specified,,
41414809,sous-traitant,"(? Opportunité professionnelle ! ?
Vous êtes un expert en réseaux et informatique basé à Constantine ou Oran ? Nous avons une opportunité passionnante pour vous !
Notre société, basée à Alger, est à la recherche de sous-traitants talentueux pour collaborer avec nous sur des projets passionnants dans le domaine des réseaux et de l'informatique.
Si vous êtes un professionnel motivé, compétent et désireux de rejoindre une équipe dynamique et innovante, nous voulons vous entendre !
?Compétences recherchées :
Expertise en réseaux et sécurité informatique.
Maîtrise des systèmes d'exploitation et des logiciels réseaux.
Capacité à travailler de manière autonome et à respecter les délais.
Esprit d'équipe et excellentes compétences en communication.
Si vous êtes intéressé(e) à rejoindre notre réseau de sous-traitants et à collaborer sur des projets stimulants, envoyez-nous votre CV et une brève présentation de vos compétences à shadowtechsolutions8@gmail.com
Rejoignez-nous dans cette aventure passionnante pour façonner l'avenir de la technologie en Algérie ensemble !
Partagez cette opportunité avec vos contacts et aidez-nous à trouver les meilleurs talents de Constantine et Oran. Ensemble, nous pouvons accomplir de grandes choses !
#OpportunitéProfessionnelle #Réseaux #Informatique #Algérie #Constantine #Oran #Alger",,2024-05-13T09:53:09.587528Z,El khroub,Not specified,,
39944653,Webmaster spécialisée en WordPress et WooCommerce pour la gestion de site web à Bejaia,"Nous cherchons une webmaster spécialisée dans le domaine informatique pour gérer notre site web (mises à jour des produits).
Qualifications:
    Maîtrise WordPress et WooCommerce.
    Connaissances en informatique (logiciel/matériel)
    Maîtrise des logiciels de retouche d’image tels que Photoshop, Gimp, etc. sera un plus.
    Capacité à gérer les différentes plateformes des réseaux sociaux.

Si vous possédez les compétences nécessaires et êtes intéressée par ce poste, veuillez nous envoyer votre CV à 
Adresse: Bejaia",,2024-02-26T10:56:28.083991Z,Bejaia,Not specified,,
41367622,infographe,,,2024-05-11T13:21:11.733717Z,Bordj el kiffan,Not specified,,
41349748,Ecommerce,"Offre d’emploi
Pour ceux qui cherchez un emploi en ligne,
Pas d’expérience ni de qualifications d’études supérieures,
Que vous soyez en activité ou au chaumage et peu importe votre âge.
Salaire allant de 10 000,00 à 70 000,00 DA par semaine,
Vous êtes payé chaque Dimanches par CCP/BANQUE.
Pour plus d’informations veuillez me contacter sur :
Whatsapphttps:// wa.me/+213 669395033
",,2024-05-10T17:49:39.948833Z,Tizi ouzou,Not specified,,
41331478,Agent de publicité sur web,"Agence de communication cherche une personne qui maitrise la communication sur les réseaux sociaux Face book, instagram, snap chat ...etc. pour assurer des taches publicitaires via le net.",,2024-05-09T18:24:37.490006Z,Ouled fayet,Not specified,,
41301268,Operatrice de saisie,,,2024-05-08T13:23:11.250360Z,El achour,Not specified,,
41298481,Technicien en informatique (HelpDesk),"Nous sommes à la recherche d'un technicien en informatique qui sera chargé d'assurer les missions suivantes :
• Suivi et installation du matériel et logiciel informatiques (postes informatiques, périphériques et imprimantes, réseaux informatiques…) et s’assurer de leurs maintenances.
• Gestion et organisation du parc informatique.
• Assistance des utilisateurs pour les différents problèmes ou dysfonctionnements rencontrés sur les équipements, système at applications informatiques, et suivi de leurs requêtes via l’outil de gestion des tickets de support.
• Assurer la maintenance du matériel informatique.
• Assurer la maintenance et extension des réseaux informatiques et téléphoniques.
Profil recherché
• TS en Informatique
• Expérience de 2 ans ou plus dans un poste similaire.
• Sens de l'initiative
• Sérieux.
• Rigoureux.
Pour postuler, veuillez nous transmettre votre cv a l'adresse suivante : ",,2024-05-08T11:21:56.551393Z,Cheraga,Not specified,"• TS en Informatique, • Expérience de 2 ans ou plus dans un poste similaire., • Sens de l'initiative, • Sérieux., • Rigoureux., Pour postuler, veuillez nous transmettre votre cv a l'adresse suivante :",
41297095,Social media manager femme,"Une boutique online et physique  cherche une
 - vendeuse en ligne -  passionnée et dynamique :
Job description :
- gérer et répondre à la messagerie pendant un tranche horaire ( 10h / 16h )  
- suivre les commandes 
- proposer et suggérer des améliorations 
Prerequis : 
- maîtrise des langues arabe et français
- organisée 
- expérience dans le domaine souhaitée
Habite de préférence dans les environs de draria / El Achour /Saoula
Envoyez le cv par Numéro whatsapp ou email  : 0549939880 ou 0662626200",1.0,2024-05-08T10:36:18.375890Z,Draria,Not specified,,
41245210,Commercial ,Maîtrise l outil informatique et habitants alentours de Sidi Moussa Alger ,123.0,2024-05-06T11:39:59.714222Z,Sidi moussa,Not specified,,
40985065,Informaticien,"شركة انتاج بمفتاح تبحث عن مسؤول معلوماتية
: الشروط
السن من 25 الى 35 سنة -
خبرة في مجال المعلوماتية -
السكن في مدينة مفتاح وضواحيها-
: للمهتمين ارسال السيرة الذاتية عبر البريد الاكتروني التالي",,2024-04-25T14:12:02.559268Z,Meftah,Not specified,,
36828814,Développeur Web Full Stack,"Offre d'emploi : Développeur Web Full Stack
Nous sommes à la recherche d'un développeur web Full Stack basé dans les environs de Dellys maîtrise de Laravel / VueJS .
Responsabilités :
    Concevoir, développer et déployer des applications web performantes utilisant Laravel / VueJS.
    Participer à l'analyse et à la conception de projets web.
    Assurer le maintien des applications existantes et le support technique.
Exigences :
    -Diplôme universitaire en informatique ou dans un domaine connexe.
    -Maîtrise  Laravel / VueJS. (PHP / JS)
    -Excellentes compétences en communication, en résolution de problèmes et en travail d'équipe.
    -Disponible pour travailler à (heybride).
envoyez-nous votre CV au format PDF a l'émail ci dessous  .
Nous offrons un environnement de travail stimulant, un salaire compétitif et des avantages sociaux. ",,2023-07-15T00:43:41.692482Z,Boumerdes,Not specified,"-Diplôme universitaire en informatique ou dans un domaine connexe., -Maîtrise  Laravel / VueJS. (PHP / JS), -Excellentes compétences en communication, en résolution de problèmes et en travail d'équipe., -Disponible pour travailler à (heybride)., envoyez-nous votre CV au format PDF a l'émail ci dessous  ., Nous offrons un environnement de travail stimulant, un salaire compétitif et des avantages sociaux.","Concevoir, développer et déployer des applications web performantes utilisant Laravel / VueJS., Participer à l'analyse et à la conception de projets web., Assurer le maintien des applications existantes et le support technique."
41216554,Social Media Coordinator ,Le recrutement se fait par email,,2024-05-05T12:05:55.931342Z,Chebli,Not specified,,
41206642,Une Ingénieure en bases de données + Une Développeuse Full Stack,"Nous sommes à la recherche d'un duo d'ingénieurs informatiques pour pourvoir les postes suivants :

Une Ingénieure en bases de données
Une Développeureuse Full Stack
Expérience : 1 an ou plus.
Rémunération attractive.
Merci de nous contacter à l'adresse suivante : ",60000.0,2024-05-05T03:02:03.480148Z,El harrach,Not specified,,
41196796,Réparateur télephones," البحث عن مصلح هواتف 
لديه خبرة
متوفر محل تجاري بالعوانة مركز مع توفر المعدات 
دراسة شراكة عمل",1.0,2024-05-04T16:56:02.603593Z,El aouana,Not specified,,
41194417,Vendeuse ,"فرصة عمل في شركة جزائرية نحتاج عمال رجال و نساء و حتى الطلاب  بدوام جزئي أو كلي مع ضمان التكوينات طيلة الشهر الأول✅
WhatsApp : ",,2024-05-04T15:30:04.879368Z,Bab ezzouar,Not specified,,
41183239,Agent commercial prise rdv visas,"Recrute un ou une personne ayant expérience prise rdv demande visas tout pays habitant les environs d'Alger 
Notre bureau a rais hamidou.
Veuillez nous contacter",,2024-05-04T09:09:48.821494Z,Rais hamidou,Not specified,,
37876447,Ingénieur technico-commercial,"Société de développement et de commercialisation des logiciels de gestion des entreprises, cherches des informaticiens pour les postes :
ingénieur Business 
ingénieur développeur Web : PHP 
conditions : 
1 année d'expérience souhaitée.
Esprit d'analyse, 
résidents dans les environs de Ain NAADJA, Birkhadem, Saoula, Birmourad Rais ou Véhiculé(e)
envoyer votre cv sur jobssiidz@gmail.com 
",,2023-09-30T12:26:15.900995Z,Birkhadem,Not specified,,
41165560,Monteur vidéo,"Offre d'Emploi : Monteur vidéo chez Cosy Web

À Propos de Cosy Web :
Cosy Web est une société innovante spécialisée dans la création de contenu vidéo de haute qualité pour une variété de clients. Nous mettons l'accent sur la créativité, la qualité et le professionnalisme dans tout ce que nous faisons.

Description du Poste :
Nous recherchons un monteur vidéo talentueux et passionné pour rejoindre notre équipe dynamique. Le candidat retenu sera chargé de la création et du montage de vidéos engageantes et percutantes pour nos clients. Ils devront maîtriser les logiciels de montage vidéo tels que After Effect, CapCut, Premiere Pro et Da Vinci Resolve, ainsi que savoir gérer les profils de couleur log. La capacité à comprendre et à interpréter les besoins des clients pour créer des vidéos qui répondent à leurs attentes est essentielle. Le candidat idéal sera créatif, motivé et capable de travailler efficacement sous pression.

Responsabilités :

Créer et monter des vidéos de haute qualité en utilisant les logiciels de montage vidéo mentionnés.
Respecter les délais de livraison tout en maintenant des normes de qualité élevées.
Gérer les profils de couleur log pour garantir une reproduction précise des couleurs.
Contribuer à l'élaboration de concepts créatifs.
Exigences :

Maîtrise des logiciels After Effect, CapCut, Premiere Pro et Da Vinci Resolve.
Capacité à gérer les profils de couleur log.
Excellentes compétences en communication et en collaboration.
Capacité à travailler de manière autonome et en équipe.
Créativité et souci du détail.
Parfaite maîtrise du français, à l'oral comme à l'écrit.
Avantages :

Salaire compétitif de 120.000 DA.
Environnement de travail dynamique et stimulant.
Opportunités de développement professionnel.
Possibilité de travailler sur une variété de projets excitants.
Si vous êtes passionné par la création vidéo et que vous répondez à ces critères, nous serions ravis de recevoir votre candidature. Veuillez envoyer votre CV et votre portfolio démontrant votre expérience et votre créativité ",120000.0,2024-05-03T12:05:54.197615Z,Alger centre,Not specified,"Maîtrise des logiciels After Effect, CapCut, Premiere Pro et Da Vinci Resolve., Capacité à gérer les profils de couleur log., Excellentes compétences en communication et en collaboration., Capacité à travailler de manière autonome et en équipe., Créativité et souci du détail., Parfaite maîtrise du français, à l'oral comme à l'écrit., Avantages :, Salaire compétitif de 120.000 DA., Environnement de travail dynamique et stimulant., Opportunités de développement professionnel., Possibilité de travailler sur une variété de projets excitants., Si vous êtes passionné par la création vidéo et que vous répondez à ces critères, nous serions ravis de recevoir votre candidature. Veuillez envoyer votre CV et votre portfolio démontrant votre expérience et votre créativité","Créer et monter des vidéos de haute qualité en utilisant les logiciels de montage vidéo mentionnés., Respecter les délais de livraison tout en maintenant des normes de qualité élevées., Gérer les profils de couleur log pour garantir une reproduction précise des couleurs., Contribuer à l'élaboration de concepts créatifs."
41143471,Chef de projet digital,"Notre agence de communication innovante et créative recherche activement un chef de projet spécialisé dans le digital pour rejoindre notre équipe dynamique. Notre agence est situé à Paris. C’est un poste 100% en télé-travail.

Responsabilités Principales

En tant que Chef de projet spécialisé dans le digital, vos missions clés seront :

Développer des relations clients de qualité et durable. Une vingtaine de clients à charge.

Analyser les besoins et les demandes des clients pour proposer des solutions digitales efficaces.

Concevoir et mettre en œuvre des stratégies de communication digitale novatrices.

Être à l'écoute des retours clients et s'adapter aux évolutions du marché digital.

Planifier et créer du contenu digital percutant pour les réseaux sociaux, incluant les publications et les stories.

Suivre rigoureusement les missions en cours et assurer le respect des délais imposés.

Être force de proposition en terme d'innovations digitales et de pratiques avancées.

Proposer des réalisations digitales de qualité et en adéquation avec les besoins des clients.

Profil Recherché

Pour ce poste spécialisé dans le digital, vous devrez posséder :

Des compétences avancées en communication digitale et une connaissance approfondie des outils en ligne.

Une expérience préalable dans le domaine du digital et de la gestion de projets web.

Maîtrise des logiciels Adobe, Canva, Wordpress et autres outils digitaux pertinents.

Capacité à travailler de manière autonome sur des projets digitaux.

Créativité et capacité à innover dans le domaine digital.

Gestion d’équipe

Conditions

Expérience obligatoire dans le domaine du digital

Maîtrisez parfaitement le français

Pour postulez : 

Rejoignez-nous pour une aventure digitale riche en opportunités et en créativité !",120000.0,2024-05-02T10:46:53.247542Z,Alger centre,Not specified,"Pour ce poste spécialisé dans le digital, vous devrez posséder :, Des compétences avancées en communication digitale et une connaissance approfondie des outils en ligne., Une expérience préalable dans le domaine du digital et de la gestion de projets web., Maîtrise des logiciels Adobe, Canva, Wordpress et autres outils digitaux pertinents., Capacité à travailler de manière autonome sur des projets digitaux., Créativité et capacité à innover dans le domaine digital., Gestion d’équipe, Conditions, Expérience obligatoire dans le domaine du digital, Maîtrisez parfaitement le français, Pour postulez :, Rejoignez-nous pour une aventure digitale riche en opportunités et en créativité !","En tant que Chef de projet spécialisé dans le digital, vos missions clés seront :, Développer des relations clients de qualité et durable. Une vingtaine de clients à charge., Analyser les besoins et les demandes des clients pour proposer des solutions digitales efficaces., Concevoir et mettre en œuvre des stratégies de communication digitale novatrices., Être à l'écoute des retours clients et s'adapter aux évolutions du marché digital., Planifier et créer du contenu digital percutant pour les réseaux sociaux, incluant les publications et les stories., Suivre rigoureusement les missions en cours et assurer le respect des délais imposés., Être force de proposition en terme d'innovations digitales et de pratiques avancées., Proposer des réalisations digitales de qualité et en adéquation avec les besoins des clients."
41124052,Formatrices en Informatique et IT.,"Nous avons actuellement des postes ouverts pour des formatrices en informatique dans divers domaines.
Nous aimerions que vous rejoigniez notre équipe en pleine croissance.
Niveau: Master
Expérience : (1++) ans.
Lieu: Alger.
Bonne rémunération (basée sur l'expérience).
Transport : disponible.
Horaire : Flexible.
Le poste est disponible (jusqu'à nouvel ordre), et la relocalisation également.
Veuillez envoyer votre CV à:
",,2024-05-01T13:59:23.094827Z,Birkhadem,Not specified,,
41126428,Freelance,"Recherche de Freelances Talentueux pour Collaboration avec Smartly.ia

Bonjour,

Nous sommes Smartly.ia, une agence spécialisée dans l'automatisation IA, à la recherche de freelances talentueux et passionnés pour collaborer avec notre équipe dynamique. Si vous êtes un professionnel indépendant spécialisé dans l'automatisation IA et que vous recherchez des projets stimulants, nous serions ravis de vous avoir dans notre équipe.

Description du poste :
En tant que freelance collaborant avec Smartly.ia, vous aurez l'opportunité de travailler sur des projets innovants dans le domaine de l'intelligence artificielle et de l'automatisation. Vous serez impliqué dans la conception, le développement et la mise en œuvre de solutions d'automatisation pour nos clients dans divers secteurs.

Exigences :

Expérience avérée dans le domaine de l'automatisation et de l'intelligence artificielle.
Maîtrise des outils et des langages de programmation pertinents 
Capacité à comprendre et à résoudre des problèmes complexes.
Fortes compétences en communication et en travail d'équipe.
Portfolio ou exemples de projets précédents à présenter.
Avantages :

Flexibilité dans la gestion de votre emploi du temps et de vos projets.
Opportunité de travailler sur des projets variés et stimulants.
Rémunération compétitive basée sur l'expérience et les compétences.
Possibilité de collaborer avec une équipe passionnée et innovante.
Si vous êtes intéressé par cette opportunité de collaboration et que vous pensez avoir les compétences requises, veuillez nous envoyer votre CV et votre portfolio à [votre adresse e-mail]. N'hésitez pas à inclure une brève présentation de vous-même et à expliquer pourquoi vous seriez un atout pour notre équipe de freelances spécialisée en automatisation IA.

Nous avons hâte de découvrir votre talent et de discuter des possibilités de collaboration future.
Cordialement,

Sofiane mohamed 
Smartly.ia",1.0,2024-05-01T15:26:59.717007Z,Ain benian,Not specified,"Expérience avérée dans le domaine de l'automatisation et de l'intelligence artificielle., Maîtrise des outils et des langages de programmation pertinents, Capacité à comprendre et à résoudre des problèmes complexes., Fortes compétences en communication et en travail d'équipe., Portfolio ou exemples de projets précédents à présenter., Avantages :, Flexibilité dans la gestion de votre emploi du temps et de vos projets., Opportunité de travailler sur des projets variés et stimulants., Rémunération compétitive basée sur l'expérience et les compétences., Possibilité de collaborer avec une équipe passionnée et innovante., Si vous êtes intéressé par cette opportunité de collaboration et que vous pensez avoir les compétences requises, veuillez nous envoyer votre CV et votre portfolio à [votre adresse e-mail]. N'hésitez pas à inclure une brève présentation de vous-même et à expliquer pourquoi vous seriez un atout pour notre équipe de freelances spécialisée en automatisation IA., Nous avons hâte de découvrir votre talent et de discuter des possibilités de collaboration future., Cordialement,, Sofiane mohamed, Smartly.ia",
37648791,Gérante cyber café ,"Je cherche une gérante  cyber café avec expérience ( la saisie arabe français les mémoires rapport de stage navigation sur Internet inscription dans touses sites d'internet facture demande ect..) présentable respectueux.
Horaires de travail
Du 8h30 au 16h30 de samedi à jeudi 
Respect les horaires du travail
habite pas loin de lieu de travail la wilaya envoyé vos CV sur E-mail",1.0,2023-09-14T07:43:20.674881Z,Oran,Not specified,,
40986741,Développeur(se) flutter Mobile,"KB SYSTEMS société spécialisée dans la création de solutions informatiques, située a EL MOHAMMADIA MALL (les bananier), recrute un développeur flutter Mobile pour rejoindre son équipe.

PROFIL RECHERCHÉ :
Titulaire d'un master (bac+5) ou ingénieur en informatique 
Capacité à comprendre les besoins des utilisateurs et à les traduire en exigences techniques.

EXIGENCES
Expérience professionnelle en développement 1an ou plus 
Connaissance: Flutter mobile 

Merci de nous envoyer votre CV par e-mail a l'adresse suivante: 

BON COURAGE!",,2024-04-25T15:22:56.247468Z,Mohammadia,Not specified,"Titulaire d'un master (bac+5) ou ingénieur en informatique, Capacité à comprendre les besoins des utilisateurs et à les traduire en exigences techniques., Expérience professionnelle en développement 1an ou plus, Connaissance: Flutter mobile, Merci de nous envoyer votre CV par e-mail a l'adresse suivante:, BON COURAGE!",
39558660,gérant ou gérante de cyber,les prestations d'un cyber / remplissage des formulaires / les rendez-vous de visa / …ext homme ou femme ,25000.0,2024-02-03T16:18:27.911617Z,Alger centre,Not specified,,
22916985,Développer JEUX MOBILE,"BOITE DE DEVELOPEMENT CHERCHE DES GENT QUI MITRISE LE DEVELOPEMENT DES JEUX MOBILE SURTOUT AVEC UNITY 3
",1.0,2020-06-07T17:35:57.000000Z,Batna,Not specified,,
41040307,Ingénieur Système sénior,"Ingénieur système, min. 5 ans d'expérience sur site, Freelance par projet, Confiance, Expert Oracle Linux et Centros, Expert VMware, Expert Veeam backup, Expert Broadcom/Symantec backup, Expert Microsoft Server",,2024-04-28T08:48:53.913947Z,Hydra,Not specified,,
40976422,Employé ,"Sarl dhat el imad cis a cheraga cherche un employé qui maitrise l'outil informatique basique 
Habitant a cheraga et ces alentours 
",,2024-04-25T08:22:17.046728Z,Cheraga,Not specified,,
40985887,informaticien   / RESPONSABLE AT,"Nous vous informons que nous recherchons un informaticiens 

Pour les intéressés, veuillez envoyer votre CV sur l'adresse mail : grhdorianebeach@gmail.com",,2024-04-25T14:46:02.644114Z,Ouled boudjemaa,Not specified,,
40980034,Gerant Cyber Cafe,"Nous cherchons un(e) pour un travail  dans cyber cafe situe a bouira ville (hotel oudjiri ex hotel elnedjma)  .
Maitrise (Word, Excel, la saisie arabe français, inscription dans les sites web ext...)
 whatsapp (06.60.42.56.45) 
Horaire de travail : 8h30 - 16h 6 jours (Nous travaillons pas en Vendredi)
Salaire : 28 000 DA et  selon compétences
",28000.0,2024-04-25T10:39:43.368807Z,Bouira,Not specified,,
32281551,RESPONSABLE IT ,,,2022-07-05T23:25:13.222176Z,El harrach,Not specified,,
40956733,BUREAUTIQUE ET TRAITEMENT DES CAHIERS DE CHARGE,CHERCHE FEMME COMPÉTENTE EN OUTIL INFORMATIQUE ET LE TRAITEMENT DES CAHIER DE CHARGE DU CAHIER AU PLIE AYANT DÉJÀ TRAVAILLER ,,2024-04-24T10:34:02.159660Z,Oran,Not specified,,
37646677,DEVLOPEUR WEB,"nous somme entreprise  spécialisée dans la numérisation des Entreprises  ET boutiques
Nous recherchons des personnes avec un très bon niveau  qui valoriseront l'image de notre entreprise.
Rattaché(e) au pôle Web, vous aurez pour missions :
• Création de site web (Vitrine).
• Création de site web (e-commerce).
• Connaissance approfondie de la gestion de sites web.
• maitrise des technologies comme shopify,Javascript, Wordpress, framework, PHP… mais aussi dans les langages telles que HTML, CSS…
? Profil recherché :
• Vous êtes diplômé(e) d'une formation supérieure en informatique
• Vous justifiez d'une expérience de 3 ans minimum dans le domaine de développement web
• Vous avez une bonne culture web et mobile.
- Sens de la communication
- Sens de l'organisation
Envoyé vous CV Par mail au :

",45000.0,2023-09-13T22:25:16.190452Z,El harrach,Not specified,,
39094241,Chargé d'outillage automobile fiat et Peugeot ,,,2023-12-27T09:36:21.920169Z,Oued smar,Not specified,,
34633299,Développeur web ,"KBUSINESS est un bureau d'affaire situé à mostaganem, nos principaux services : Communication et publicité, création de sites web, création des supports graphiques et divers services en ligne!

Nous sommes à la recherche :

D'un développeur web (hommes et femmes) résident(e) à MOSTAGANEM

Conditions du profil recherché :
- Savoir utiliser Wordpress
- la compréhension de la langue française (expression orale souhaitable)
- Habite à Mostaganem ou dans les environs SVP

Joindre un portfolio ou des exemples de vos travaux si disponibles 
Poste de travail à plein temps (négociation des jours de travail en bureau est possible durant l'entretien d'embauche)
Type de contrat : CDD 

Envoyez votre candidature à l'adresse mail ci-dessous:",3.0,2022-12-24T13:03:54.563850Z,Mostaganem,CDD,,
40936465,Ingénieur en informatique,,,2024-04-23T13:50:52.694524Z,Belouizdad,Not specified,,
